"","X.1","Category","Code","Occupation","Sectors","X2016.National.Employment.Matrix","OCC.Group","Occ.Type","X2016.Current","X2026.Projected","Employment.Percent","X","Change.Number","Change.Percent","Occupational.Openings.2016.26.Annual.Average","OCC.Type","OCC_CODE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY"
"1",1,"Green Enhanced Skills","17-2011.00","Aerospace Engineers","Transportation","Aerospace engineers","17-2011","Line item","69.6","73.8",0,0,4.2,6.1,4.6,"Line item","17-2010","broad","63,960",3.4,56.3,"117,100",0.7,34.44,43.19,55.39,68.91,"78.95","71,640","89,830",12,"143,340","164,210",NA,NA
"2",2,"Green Enhanced Skills","17-2011.00","Aerospace Engineers","Transportation","Aerospace engineers","17-2011","Line item","69.6","73.8",0,0,4.2,6.1,4.6,"Line item","17-2011","detailed","63,960",3.4,56.3,"117,100",0.7,34.44,43.19,55.39,68.91,"78.95","71,640","89,830",12,"143,340","164,210",NA,NA
"3",3,"Green Enhanced Skills","17-2011.00","Aerospace Engineers","Research, Design, and Consulting Services","Aerospace engineers","17-2011","Line item","69.6","73.8",0,0,4.2,6.1,4.6,"Line item","17-2010","broad","63,960",3.4,56.3,"117,100",0.7,34.44,43.19,55.39,68.91,"78.95","71,640","89,830",12,"143,340","164,210",NA,NA
"4",4,"Green Enhanced Skills","17-2011.00","Aerospace Engineers","Research, Design, and Consulting Services","Aerospace engineers","17-2011","Line item","69.6","73.8",0,0,4.2,6.1,4.6,"Line item","17-2011","detailed","63,960",3.4,56.3,"117,100",0.7,34.44,43.19,55.39,68.91,"78.95","71,640","89,830",12,"143,340","164,210",NA,NA
"5",5,"Green Enhanced Skills","19-4011.01","Agricultural Technicians","Agriculture and Forestry",NA,NA,NA,"28","31",NA,NA,5,1.107142857,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,19.65,NA,NA,NA,NA,45,NA,NA,NA,NA
"6",6,"Green Enhanced Skills","51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Manufacturing",NA,NA,NA,"41.8","34.5",0,0,-7.3,-17.4,3.2,NA,"51-2010","broad","43,150",4.7,26.7,"55,530",2.4,15.51,19.5,25.64,33.66,"39.61","32,250","40,570",73,"70,010","82,390",NA,NA
"7",7,"Green Enhanced Skills","51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Manufacturing",NA,NA,NA,"41.8","34.5",0,0,-7.3,-17.4,3.2,NA,"51-2011","detailed","43,150",4.7,26.7,"55,530",2.4,15.51,19.5,25.64,33.66,"39.61","32,250","40,570",73,"70,010","82,390",NA,NA
"8",8,"Green Enhanced Skills","23-1022.00","Arbitrators, Mediators, and Conciliators","Governmental and Regulatory Administration",NA,NA,NA,"8","8.4",NA,NA,0.4,1.05,NA,NA,"23-1022","detailed","6,240",5,34.98,"72,760",2.3,17.59,21.82,29.94,43.96,"59.85","36,590","45,380",99,"91,430","124,480",NA,NA
"9",9,"Green Enhanced Skills","23-1022.00","Arbitrators, Mediators, and Conciliators","Research, Design, and Consulting Services",NA,NA,NA,"8","8.4",NA,NA,0.4,10,NA,NA,"23-1022","detailed","6,240",5,34.98,"72,760",2.3,17.59,21.82,29.94,43.96,"59.85","36,590","45,380",99,"91,430","124,480",NA,NA
"10",10,"Green Enhanced Skills","17-1011.00","Architects, Except Landscape and Naval","Green Construction",NA,NA,NA,"2.7","2.9",0,0,0.2,8.2,0.2,NA,"17-1011","detailed","104,360",1.7,42.72,"88,860",1,23.09,29.46,38.16,50.25,"66.4","48,020","61,280",124,"104,510","138,120",NA,NA
"11",11,"Green Enhanced Skills","17-1011.00","Architects, Except Landscape and Naval","Research, Design, and Consulting Services",NA,NA,NA,"2.7","2.9",0,0,0.2,8.2,0.2,NA,"17-1011","detailed","104,360",1.7,42.72,"88,860",1,23.09,29.46,38.16,50.25,"66.4","48,020","61,280",124,"104,510","138,120",NA,NA
"12",12,"Green Enhanced Skills","11-9041.00","Architectural and Engineering Managers","Research, Design, and Consulting Services",NA,NA,NA,"180.1","190",0.1,0.1,9.9,5.5,13.6,NA,"Nov-40","broad","188,290",0.9,71.62,"148,970",0.4,43.09,54.04,67.67,83.26,"#","89,620","112,400",16,"173,180","#",NA,NA
"13",13,"Green Enhanced Skills","11-9041.00","Architectural and Engineering Managers","Research, Design, and Consulting Services",NA,NA,NA,"180.1","190",0.1,0.1,9.9,5.5,13.6,NA,"Nov-41","detailed","188,290",0.9,71.62,"148,970",0.4,43.09,54.04,67.67,83.26,"#","89,620","112,400",16,"173,180","#",NA,NA
"14",14,"Green Enhanced Skills","11-9041.00","Architectural and Engineering Managers","Environment Protection",NA,NA,NA,"180.1","190",0.1,0.1,9.9,5.5,13.6,NA,"Nov-40","broad","188,290",0.9,71.62,"148,970",0.4,43.09,54.04,67.67,83.26,"#","89,620","112,400",16,"173,180","#",NA,NA
"15",15,"Green Enhanced Skills","11-9041.00","Architectural and Engineering Managers","Environment Protection",NA,NA,NA,"180.1","190",0.1,0.1,9.9,5.5,13.6,NA,"Nov-41","detailed","188,290",0.9,71.62,"148,970",0.4,43.09,54.04,67.67,83.26,"#","89,620","112,400",16,"173,180","#",NA,NA
"16",16,"Green Enhanced Skills","19-2021.00","Atmospheric and Space Scientists","Research, Design, and Consulting Services",NA,NA,NA,"10.4","11.7",0,0,1.3,12,0.9,NA,"19-2020","broad","9,310",3.9,45.95,"95,580",1.2,24.06,33.36,45.25,55.81,"68.51","50,040","69,380",139,"116,090","142,500",NA,NA
"17",17,"Green Enhanced Skills","19-2021.00","Atmospheric and Space Scientists","Research, Design, and Consulting Services",NA,NA,NA,"10.4","11.7",0,0,1.3,12,0.9,NA,"19-2021","detailed","9,310",3.9,45.95,"95,580",1.2,24.06,33.36,45.25,55.81,"68.51","50,040","69,380",139,"116,090","142,500",NA,NA
"18",18,"Green Enhanced Skills","19-2021.00","Atmospheric and Space Scientists","Environment Protection",NA,NA,NA,"10.4","11.7",0,0,1.3,12,0.9,NA,"19-2020","broad","9,310",3.9,45.95,"95,580",1.2,24.06,33.36,45.25,55.81,"68.51","50,040","69,380",139,"116,090","142,500",NA,NA
"19",19,"Green Enhanced Skills","19-2021.00","Atmospheric and Space Scientists","Environment Protection",NA,NA,NA,"10.4","11.7",0,0,1.3,12,0.9,NA,"19-2021","detailed","9,310",3.9,45.95,"95,580",1.2,24.06,33.36,45.25,55.81,"68.51","50,040","69,380",139,"116,090","142,500",NA,NA
"20",20,"Green Enhanced Skills","49-3023.02","Automotive Specialty Technicians","Transportation",NA,NA,NA,"750","825.6",NA,NA,NA,1.1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.57,NA,NA,NA,NA,43,NA,NA,NA,NA
"21",21,"Green Enhanced Skills","49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Transportation",NA,NA,NA,"278.8","304.6",0.2,0.2,25.8,9.2,28.2,NA,"49-3030","broad","264,860",1.1,23.63,"49,150",0.3,15,18.13,22.76,28.47,"34.7","31,200","37,710",60,"59,210","72,180",NA,NA
"22",22,"Green Enhanced Skills","49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Transportation",NA,NA,NA,"278.8","304.6",0.2,0.2,25.8,9.2,28.2,NA,"49-3031","detailed","264,860",1.1,23.63,"49,150",0.3,15,18.13,22.76,28.47,"34.7","31,200","37,710",60,"59,210","72,180",NA,NA
"23",23,"Green Enhanced Skills","17-2051.00","Civil Engineers","Green Construction","Civil engineers","17-2051","Line item","303.5","335.7",0.2,0.2,32.2,10.6,25.9,"Line item","17-2050","broad","306,030",1,45.06,"93,720",0.4,26.34,32.42,41.65,54.25,"68.54","54,780","67,430",130,"112,850","142,560",NA,NA
"24",24,"Green Enhanced Skills","17-2051.00","Civil Engineers","Green Construction","Civil engineers","17-2051","Line item","303.5","335.7",0.2,0.2,32.2,10.6,25.9,"Line item","17-2051","detailed","306,030",1,45.06,"93,720",0.4,26.34,32.42,41.65,54.25,"68.54","54,780","67,430",130,"112,850","142,560",NA,NA
"25",25,"Green Enhanced Skills","17-2051.00","Civil Engineers","Renewable Energy Generation","Civil engineers","17-2051","Line item","303.5","335.7",0.2,0.2,32.2,10.6,25.9,"Line item","17-2050","broad","306,030",1,45.06,"93,720",0.4,26.34,32.42,41.65,54.25,"68.54","54,780","67,430",130,"112,850","142,560",NA,NA
"26",26,"Green Enhanced Skills","17-2051.00","Civil Engineers","Renewable Energy Generation","Civil engineers","17-2051","Line item","303.5","335.7",0.2,0.2,32.2,10.6,25.9,"Line item","17-2051","detailed","306,030",1,45.06,"93,720",0.4,26.34,32.42,41.65,54.25,"68.54","54,780","67,430",130,"112,850","142,560",NA,NA
"27",27,"Green Enhanced Skills","17-2051.00","Civil Engineers","Research, Design, and Consulting Services","Civil engineers","17-2051","Line item","303.5","335.7",0.2,0.2,32.2,10.6,25.9,"Line item","17-2050","broad","306,030",1,45.06,"93,720",0.4,26.34,32.42,41.65,54.25,"68.54","54,780","67,430",130,"112,850","142,560",NA,NA
"28",28,"Green Enhanced Skills","17-2051.00","Civil Engineers","Research, Design, and Consulting Services","Civil engineers","17-2051","Line item","303.5","335.7",0.2,0.2,32.2,10.6,25.9,"Line item","17-2051","detailed","306,030",1,45.06,"93,720",0.4,26.34,32.42,41.65,54.25,"68.54","54,780","67,430",130,"112,850","142,560",NA,NA
"29",29,"Green Enhanced Skills","47-4011.00","Construction and Building Inspectors","Governmental and Regulatory Administration",NA,NA,NA,"105.1","115.7",0.1,0.1,10.5,10,12.7,NA,"47-4010","broad","104,090",1.3,30.36,"63,150",0.6,17.04,22.08,28.7,37.21,"46.79","35,440","45,920",90,"77,400","97,310",NA,NA
"30",30,"Green Enhanced Skills","47-4011.00","Construction and Building Inspectors","Governmental and Regulatory Administration",NA,NA,NA,"105.1","115.7",0.1,0.1,10.5,10,12.7,NA,"47-4011","detailed","104,090",1.3,30.36,"63,150",0.6,17.04,22.08,28.7,37.21,"46.79","35,440","45,920",90,"77,400","97,310",NA,NA
"31",31,"Green Enhanced Skills","47-4011.00","Construction and Building Inspectors","Green Construction",NA,NA,NA,"105.1","115.7",0.1,0.1,10.5,10,12.7,NA,"47-4010","broad","104,090",1.3,30.36,"63,150",0.6,17.04,22.08,28.7,37.21,"46.79","35,440","45,920",90,"77,400","97,310",NA,NA
"32",32,"Green Enhanced Skills","47-4011.00","Construction and Building Inspectors","Green Construction",NA,NA,NA,"105.1","115.7",0.1,0.1,10.5,10,12.7,NA,"47-4011","detailed","104,090",1.3,30.36,"63,150",0.6,17.04,22.08,28.7,37.21,"46.79","35,440","45,920",90,"77,400","97,310",NA,NA
"33",33,"Green Enhanced Skills","47-2061.00","Construction Laborers","Green Construction","Construction laborers","47-2061","Line item","1,216.70","1,367.10",0.8,0.8,150.4,12.4,145.3,"Line item","47-2060","broad","1,001,470",0.7,19.4,"40,350",0.3,11.28,13.71,17.21,23.03,"31.53","23,460","28,520",29,"47,910","65,590",NA,NA
"34",34,"Green Enhanced Skills","47-2061.00","Construction Laborers","Green Construction","Construction laborers","47-2061","Line item","1,216.70","1,367.10",0.8,0.8,150.4,12.4,145.3,"Line item","47-2061","detailed","1,001,470",0.7,19.4,"40,350",0.3,11.28,13.71,17.21,23.03,"31.53","23,460","28,520",29,"47,910","65,590",NA,NA
"35",35,"Green Enhanced Skills","11-9021.00","Construction Managers","Environment Protection","Construction managers","21-Nov","Line item","403.8","448.6",0.3,0.3,44.8,11.1,33.2,"Line item","20-Nov","broad","278,460",0.9,49.57,"103,110",0.4,26.56,33.98,44.89,59.48,"77.65","55,240","70,670",138,"123,720","161,510",NA,NA
"36",36,"Green Enhanced Skills","11-9021.00","Construction Managers","Environment Protection","Construction managers","21-Nov","Line item","403.8","448.6",0.3,0.3,44.8,11.1,33.2,"Line item","21-Nov","detailed","278,460",0.9,49.57,"103,110",0.4,26.56,33.98,44.89,59.48,"77.65","55,240","70,670",138,"123,720","161,510",NA,NA
"37",37,"Green Enhanced Skills","11-9021.00","Construction Managers","Green Construction","Construction managers","21-Nov","Line item","403.8","448.6",0.3,0.3,44.8,11.1,33.2,"Line item","20-Nov","broad","278,460",0.9,49.57,"103,110",0.4,26.56,33.98,44.89,59.48,"77.65","55,240","70,670",138,"123,720","161,510",NA,NA
"38",38,"Green Enhanced Skills","11-9021.00","Construction Managers","Green Construction","Construction managers","21-Nov","Line item","403.8","448.6",0.3,0.3,44.8,11.1,33.2,"Line item","21-Nov","detailed","278,460",0.9,49.57,"103,110",0.4,26.56,33.98,44.89,59.48,"77.65","55,240","70,670",138,"123,720","161,510",NA,NA
"39",39,"Green Enhanced Skills","47-5041.00","Continuous Mining Machine Operators","Renewable Energy Generation","Continuous mining machine operators","47-5041","Line item","12.3","11.9",0,0,-0.5,-3.7,1.4,"Line item","47-5041","detailed","14,710",7.2,26.19,"54,470",1.4,17.46,21.2,26.21,31.11,"35.96","36,310","44,090",77,"64,710","74,800",NA,NA
"40",40,"Green Enhanced Skills","17-3023.03","Electrical Engineering Technicians","Manufacturing",NA,NA,NA,"137","139.8",0.1,0.1,2.7,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.93,NA,NA,NA,NA,2,NA,NA,NA,NA
"41",41,"Green Enhanced Skills","17-2071.00","Electrical Engineers","Energy Efficiency","Electrical engineers","17-2071","Line item","188.3","204.5",0.1,0.1,16.2,8.6,13.9,"Line item","17-2071","detailed","186,490",1.3,48.85,"101,600",0.4,29.42,36.26,46.46,59.21,"73.67","61,190","75,430",142,"123,160","153,240",NA,NA
"42",42,"Green Enhanced Skills","17-2071.00","Electrical Engineers","Green Construction","Electrical engineers","17-2071","Line item","188.3","204.5",0.1,0.1,16.2,8.6,13.9,"Line item","17-2071","detailed","186,490",1.3,48.85,"101,600",0.4,29.42,36.26,46.46,59.21,"73.67","61,190","75,430",142,"123,160","153,240",NA,NA
"43",43,"Green Enhanced Skills","17-2071.00","Electrical Engineers","Renewable Energy Generation","Electrical engineers","17-2071","Line item","188.3","204.5",0.1,0.1,16.2,8.6,13.9,"Line item","17-2071","detailed","186,490",1.3,48.85,"101,600",0.4,29.42,36.26,46.46,59.21,"73.67","61,190","75,430",142,"123,160","153,240",NA,NA
"44",44,"Green Enhanced Skills","17-2071.00","Electrical Engineers","Research, Design, and Consulting Services","Electrical engineers","17-2071","Line item","188.3","204.5",0.1,0.1,16.2,8.6,13.9,"Line item","17-2071","detailed","186,490",1.3,48.85,"101,600",0.4,29.42,36.26,46.46,59.21,"73.67","61,190","75,430",142,"123,160","153,240",NA,NA
"45",45,"Green Enhanced Skills","17-3024.00","Electro-Mechanical Technicians","Manufacturing","Electro-mechanical technicians","17-3024","Line item","13.8","14.3",0,0,0.5,3.5,1.2,"Line item","17-3024","detailed","13,520",4.2,28.96,"60,240",1,17.83,21.98,27.78,34.89,"42.72","37,090","45,720",88,"72,560","88,860",NA,NA
"46",46,"Green Enhanced Skills","17-2072.00","Electronics Engineers, Except Computer","Research, Design, and Consulting Services","Electronics engineers, except computer","17-2072","Line item","136.3","141.3",0.1,0.1,5.1,3.7,9.2,"Line item","17-2072","detailed","134,110",2.5,51.89,"107,930",0.8,31.17,38.29,49.37,62.57,"77.98","64,840","79,640",4,"130,150","162,200",NA,NA
"47",47,"Green Enhanced Skills","17-2072.00","Electronics Engineers, Except Computer","Transportation","Electronics engineers, except computer","17-2072","Line item","136.3","141.3",0.1,0.1,5.1,3.7,9.2,"Line item","17-2072","detailed","134,110",2.5,51.89,"107,930",0.8,31.17,38.29,49.37,62.57,"77.98","64,840","79,640",4,"130,150","162,200",NA,NA
"48",48,"Green Enhanced Skills","17-3025.00","Environmental Engineering Technicians","Environment Protection","Environmental engineering technicians","17-3025","Line item","17","19.1",0,0,2.2,12.9,1.7,"Line item","17-3025","detailed","17,310",3.9,26.34,"54,800",1.1,15.57,18.52,24.31,31.47,"39.81","32,380","38,510",70,"65,460","82,800",NA,NA
"49",49,"Green Enhanced Skills","17-2081.00","Environmental Engineers","Environment Protection","Environmental engineers","17-2081","Line item","53.8","58.3",0,0,4.5,8.3,4,"Line item","17-2080","broad","53,070",1.8,44.54,"92,640",0.7,25.57,32.02,42.13,53.95,"65.91","53,180","66,590",133,"112,230","137,090",NA,NA
"50",50,"Green Enhanced Skills","17-2081.00","Environmental Engineers","Environment Protection","Environmental engineers","17-2081","Line item","53.8","58.3",0,0,4.5,8.3,4,"Line item","17-2081","detailed","53,070",1.8,44.54,"92,640",0.7,25.57,32.02,42.13,53.95,"65.91","53,180","66,590",133,"112,230","137,090",NA,NA
"51",51,"Green Enhanced Skills","17-2081.00","Environmental Engineers","Governmental and Regulatory Administration","Environmental engineers","17-2081","Line item","53.8","58.3",0,0,4.5,8.3,4,"Line item","17-2080","broad","53,070",1.8,44.54,"92,640",0.7,25.57,32.02,42.13,53.95,"65.91","53,180","66,590",133,"112,230","137,090",NA,NA
"52",52,"Green Enhanced Skills","17-2081.00","Environmental Engineers","Governmental and Regulatory Administration","Environmental engineers","17-2081","Line item","53.8","58.3",0,0,4.5,8.3,4,"Line item","17-2081","detailed","53,070",1.8,44.54,"92,640",0.7,25.57,32.02,42.13,53.95,"65.91","53,180","66,590",133,"112,230","137,090",NA,NA
"53",53,"Green Enhanced Skills","19-4091.00","Environmental Science and Protection Technicians, Including Health","Environment Protection",NA,NA,NA,"34.6","38.8",0,0,4.2,12.1,4.6,NA,"19-4091","detailed","32,600",2.5,24.21,"50,350",0.9,13.72,17.03,22.2,29.44,"38.53","28,530","35,420",57,"61,240","80,130",NA,NA
"54",54,"Green Enhanced Skills","11-9013.02","Farm and Ranch Managers","Agriculture and Forestry",NA,NA,NA,"268.1","258",0.2,0.2,-10.1,-3.8,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.67,NA,NA,NA,NA,110,NA,NA,NA,NA
"55",55,"Green Enhanced Skills","13-2051.00","Financial Analysts","Energy Efficiency ","Financial analysts","13-2051","Line item","296.1","328.2",0.2,0.2,32.2,10.9,29,"Line item","13-2051","detailed","306,200",1.4,48.55,"100,990",0.9,25.26,31.42,41.18,55.94,"80.49","52,540","65,350",128,"116,360","167,420",NA,NA
"56",56,"Green Enhanced Skills","13-2051.00","Financial Analysts","Governmental and Regulatory Administration","Financial analysts","13-2051","Line item","296.1","328.2",0.2,0.2,32.2,10.9,29,"Line item","13-2051","detailed","306,200",1.4,48.55,"100,990",0.9,25.26,31.42,41.18,55.94,"80.49","52,540","65,350",128,"116,360","167,420",NA,NA
"57",57,"Green Enhanced Skills","13-2051.00","Financial Analysts","Green Construction","Financial analysts","13-2051","Line item","296.1","328.2",0.2,0.2,32.2,10.9,29,"Line item","13-2051","detailed","306,200",1.4,48.55,"100,990",0.9,25.26,31.42,41.18,55.94,"80.49","52,540","65,350",128,"116,360","167,420",NA,NA
"58",58,"Green Enhanced Skills","13-2051.00","Financial Analysts","Research, Design, and Consulting Services","Financial analysts","13-2051","Line item","296.1","328.2",0.2,0.2,32.2,10.9,29,"Line item","13-2051","detailed","306,200",1.4,48.55,"100,990",0.9,25.26,31.42,41.18,55.94,"80.49","52,540","65,350",128,"116,360","167,420",NA,NA
"59",59,"Green Enhanced Skills","11-1021.00","General and Operations Managers","Agriculture and Forestry",NA,NA,NA,"2,263.10","2,468.30",1.5,1.5,205.2,9.1,210.7,NA,"11-1020","broad","2,289,770",0.3,59.56,"123,880",0.2,21.5,31.56,48.52,75.54,"#","44,710","65,650",3,"157,120","#",NA,NA
"60",60,"Green Enhanced Skills","11-1021.00","General and Operations Managers","Agriculture and Forestry",NA,NA,NA,"2,263.10","2,468.30",1.5,1.5,205.2,9.1,210.7,NA,"11-1021","detailed","2,289,770",0.3,59.56,"123,880",0.2,21.5,31.56,48.52,75.54,"#","44,710","65,650",3,"157,120","#",NA,NA
"61",61,"Green Enhanced Skills","11-1021.00","General and Operations Managers","Energy Efficiency",NA,NA,NA,"2,263.10","2,468.30",1.5,1.5,205.2,9.1,210.7,NA,"11-1020","broad","2,289,770",0.3,59.56,"123,880",0.2,21.5,31.56,48.52,75.54,"#","44,710","65,650",3,"157,120","#",NA,NA
"62",62,"Green Enhanced Skills","11-1021.00","General and Operations Managers","Energy Efficiency",NA,NA,NA,"2,263.10","2,468.30",1.5,1.5,205.2,9.1,210.7,NA,"11-1021","detailed","2,289,770",0.3,59.56,"123,880",0.2,21.5,31.56,48.52,75.54,"#","44,710","65,650",3,"157,120","#",NA,NA
"63",63,"Green Enhanced Skills","19-4041.02","Geological Sample Test Technicians","Renewable Energy Generation",NA,NA,NA,"15","17.4",0,0,2.5,16.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.62,NA,NA,NA,NA,1,NA,NA,NA,NA
"64",64,"Green Enhanced Skills","19-4041.02","Geological Sample Test Technicians","Research, Design, and Consulting Services",NA,NA,NA,"15","17.4",0,0,2.5,16.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.62,NA,NA,NA,NA,1,NA,NA,NA,NA
"65",65,"Green Enhanced Skills","19-4041.01","Geophysical Data Technicians","Research, Design, and Consulting Services",NA,NA,NA,"15","16.9",NA,NA,NA,1.126666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.62,NA,NA,NA,NA,1,NA,NA,NA,NA
"66",66,"Green Enhanced Skills","19-2042.00","Geoscientists, Except Hydrologists and Geographers","Environment Protection",NA,NA,NA,"32","36.5",0,0,4.5,14,3.5,NA,"19-2042","detailed","29,260",3.4,51.83,"107,800",1.7,23.76,30.96,43.81,61.82,"90.38","49,430","64,390",137,"128,580","187,990",NA,NA
"67",67,"Green Enhanced Skills","19-2042.00","Geoscientists, Except Hydrologists and Geographers","Research, Design, and Consulting Services",NA,NA,NA,"32","36.5",0,0,4.5,14,3.5,NA,"19-2042","detailed","29,260",3.4,51.83,"107,800",1.7,23.76,30.96,43.81,61.82,"90.38","49,430","64,390",137,"128,580","187,990",NA,NA
"68",68,"Green Enhanced Skills","47-4041.00","Hazardous Materials Removal Workers","Environment Protection","Hazardous materials removal workers","47-4041","Line item","46.2","54.1",0,0,7.9,17.2,6.7,"Line item","47-4040","broad","44,000",3,22.62,"47,050",1.1,13.42,16.29,20.21,27.51,"36.46","27,910","33,880",48,"57,230","75,840",NA,NA
"69",69,"Green Enhanced Skills","47-4041.00","Hazardous Materials Removal Workers","Environment Protection","Hazardous materials removal workers","47-4041","Line item","46.2","54.1",0,0,7.9,17.2,6.7,"Line item","47-4041","detailed","44,000",3,22.62,"47,050",1.1,13.42,16.29,20.21,27.51,"36.46","27,910","33,880",48,"57,230","75,840",NA,NA
"70",70,"Green Enhanced Skills","47-4041.00","Hazardous Materials Removal Workers","Green Construction","Hazardous materials removal workers","47-4041","Line item","46.2","54.1",0,0,7.9,17.2,6.7,"Line item","47-4040","broad","44,000",3,22.62,"47,050",1.1,13.42,16.29,20.21,27.51,"36.46","27,910","33,880",48,"57,230","75,840",NA,NA
"71",71,"Green Enhanced Skills","47-4041.00","Hazardous Materials Removal Workers","Green Construction","Hazardous materials removal workers","47-4041","Line item","46.2","54.1",0,0,7.9,17.2,6.7,"Line item","47-4041","detailed","44,000",3,22.62,"47,050",1.1,13.42,16.29,20.21,27.51,"36.46","27,910","33,880",48,"57,230","75,840",NA,NA
"72",72,"Green Enhanced Skills","47-4041.00","Hazardous Materials Removal Workers","Recycling and Waste Reduction","Hazardous materials removal workers","47-4041","Line item","46.2","54.1",0,0,7.9,17.2,6.7,"Line item","47-4040","broad","44,000",3,22.62,"47,050",1.1,13.42,16.29,20.21,27.51,"36.46","27,910","33,880",48,"57,230","75,840",NA,NA
"73",73,"Green Enhanced Skills","47-4041.00","Hazardous Materials Removal Workers","Recycling and Waste Reduction","Hazardous materials removal workers","47-4041","Line item","46.2","54.1",0,0,7.9,17.2,6.7,"Line item","47-4041","detailed","44,000",3,22.62,"47,050",1.1,13.42,16.29,20.21,27.51,"36.46","27,910","33,880",48,"57,230","75,840",NA,NA
"74",74,"Green Enhanced Skills","49-9021.01","Heating and Air Conditioning Mechanics and Installers","Energy Efficiency",NA,NA,NA,"332.9","381.7",0.2,0.2,48.8,14.7,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.89,NA,NA,NA,NA,62,NA,NA,NA,NA
"75",75,"Green Enhanced Skills","49-9021.01","Heating and Air Conditioning Mechanics and Installers","Green Construction",NA,NA,NA,"332.9","381.7",0.2,0.2,48.8,14.7,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.89,NA,NA,NA,NA,62,NA,NA,NA,NA
"76",76,"Green Enhanced Skills","53-3032.00","Heavy and Tractor-Trailer Truck Drivers","Transportation",NA,NA,NA,"1,871.70","1,980.10",1.2,1.2,108.4,5.8,213.5,NA,"53-3032","detailed","1,800,330",0.6,21.91,"45,570",0.2,13.54,16.85,21,26.16,"31.38","28,160","35,040",54,"54,400","65,260",NA,NA
"77",77,"Green Enhanced Skills","17-3026.00","Industrial Engineering Technicians","Manufacturing","Industrial engineering technicians","17-3026","Line item","63.9","64.3",0,0,0.4,0.6,5.5,"Line item","17-3026","detailed","66,540",2.6,28.3,"58,860",0.9,16.79,21.01,26.66,33.84,"42.47","34,920","43,690",82,"70,380","88,340",NA,NA
"78",78,"Green Enhanced Skills","51-9061.00","Inspectors, Testers, Sorters, Samplers, and Weighers","Governmental and Regulatory Administration",NA,NA,NA,"520.7","465.2",0.3,0.3,-55.5,-10.7,52.7,NA,"51-9060","broad","557,510",0.7,20.2,"42,010",0.4,11.32,14.13,18.39,24.51,"31.49","23,550","29,390",34,"50,980","65,510",NA,NA
"79",79,"Green Enhanced Skills","51-9061.00","Inspectors, Testers, Sorters, Samplers, and Weighers","Governmental and Regulatory Administration",NA,NA,NA,"520.7","465.2",0.3,0.3,-55.5,-10.7,52.7,NA,"51-9061","detailed","557,510",0.7,20.2,"42,010",0.4,11.32,14.13,18.39,24.51,"31.49","23,550","29,390",34,"50,980","65,510",NA,NA
"80",80,"Green Enhanced Skills","51-9061.00","Inspectors, Testers, Sorters, Samplers, and Weighers","Manufacturing",NA,NA,NA,"520.7","465.2",0.3,0.3,-55.5,-10.7,52.7,NA,"51-9060","broad","557,510",0.7,20.2,"42,010",0.4,11.32,14.13,18.39,24.51,"31.49","23,550","29,390",34,"50,980","65,510",NA,NA
"81",81,"Green Enhanced Skills","51-9061.00","Inspectors, Testers, Sorters, Samplers, and Weighers","Manufacturing",NA,NA,NA,"520.7","465.2",0.3,0.3,-55.5,-10.7,52.7,NA,"51-9061","detailed","557,510",0.7,20.2,"42,010",0.4,11.32,14.13,18.39,24.51,"31.49","23,550","29,390",34,"50,980","65,510",NA,NA
"82",82,"Green Enhanced Skills","17-1012.00","Landscape Architects","Agriculture and Forestry","Landscape architects","17-1012","Line item","24.7","26.3",0,0,1.6,6.4,1.9,"Line item","17-1012","detailed","18,660",4.9,35.17,"73,160",1.3,19.57,25.52,32.8,43,"54.49","40,710","53,080",111,"89,450","113,340",NA,NA
"83",83,"Green Enhanced Skills","17-1012.00","Landscape Architects","Environment Protection","Landscape architects","17-1012","Line item","24.7","26.3",0,0,1.6,6.4,1.9,"Line item","17-1012","detailed","18,660",4.9,35.17,"73,160",1.3,19.57,25.52,32.8,43,"54.49","40,710","53,080",111,"89,450","113,340",NA,NA
